input position,input joint,output joint
"(0.0, 0.0)","(1.81, -3.14)","(1.82, -3.14)"
"(0.0, 0.0)","(1.77, -3.15)","(1.82, -3.14)"
"(0.0, 0.0)","(1.85, -3.07)","(1.82, -3.14)"
"(0.0, 0.0)","(1.87, -3.07)","(1.82, -3.14)"
"(0.0, 0.0)","(1.78, -3.17)","(1.82, -3.14)"
"(0.0, 0.0)","(1.81, -3.18)","(1.82, -3.14)"
"(0.0, 0.0)","(1.76, -3.17)","(1.82, -3.14)"
"(0.0, 0.0)","(1.75, -3.05)","(1.82, -3.14)"
"(0.0, 0.0)","(1.83, -3.23)","(1.82, -3.14)"
"(0.0, 0.0)","(1.77, -3.09)","(1.82, -3.14)"
"(0.0, 0.0)","(1.73, -3.24)","(1.82, -3.14)"
"(0.0, 0.0)","(1.89, -3.05)","(1.82, -3.14)"
"(0.0, 0.0)","(1.79, -3.18)","(1.82, -3.14)"
"(0.0, 0.0)","(1.88, -3.16)","(1.82, -3.14)"
"(0.0, 0.0)","(1.91, -3.18)","(1.82, -3.14)"
"(0.0, 0.0)","(1.81, -3.21)","(1.82, -3.14)"
"(0.3, 0.13)","(1.73, -2.86)","(1.82, -2.81)"
"(0.3, 0.13)","(1.76, -2.83)","(1.82, -2.81)"
"(0.3, 0.13)","(1.79, -2.82)","(1.82, -2.81)"
"(0.3, 0.13)","(1.91, -2.77)","(1.82, -2.81)"
"(0.3, 0.13)","(1.81, -2.88)","(1.82, -2.81)"
"(0.3, 0.13)","(1.89, -2.9)","(1.82, -2.81)"
"(0.3, 0.13)","(1.9, -2.8)","(1.82, -2.81)"
"(0.3, 0.13)","(1.89, -2.82)","(1.82, -2.81)"
"(0.3, 0.13)","(1.79, -2.86)","(1.82, -2.81)"
"(0.3, 0.13)","(1.87, -2.77)","(1.82, -2.81)"
"(0.3, 0.13)","(1.84, -2.86)","(1.82, -2.81)"
"(0.3, 0.13)","(1.83, -2.88)","(1.82, -2.81)"
"(0.3, 0.13)","(1.73, -2.81)","(1.82, -2.81)"
"(0.3, 0.13)","(1.87, -2.8)","(1.82, -2.81)"
"(0.3, 0.13)","(1.74, -2.8)","(1.82, -2.81)"
"(0.3, 0.13)","(1.88, -2.8)","(1.82, -2.81)"
"(0.3, 0.13)","(1.9, -2.84)","(1.82, -2.81)"
"(0.3, 0.13)","(1.85, -2.81)","(1.82, -2.81)"
"(0.3, 0.13)","(1.77, -2.71)","(1.82, -2.81)"
"(0.3, 0.13)","(1.75, -2.89)","(1.82, -2.81)"
"(0.54, 0.36)","(1.75, -2.43)","(1.82, -2.48)"
"(0.54, 0.36)","(1.8, -2.52)","(1.82, -2.48)"
"(0.54, 0.36)","(1.74, -2.47)","(1.82, -2.48)"
"(0.54, 0.36)","(1.81, -2.56)","(1.82, -2.48)"
"(0.54, 0.36)","(1.88, -2.42)","(1.82, -2.48)"
"(0.54, 0.36)","(1.85, -2.54)","(1.82, -2.48)"
"(0.54, 0.36)","(1.75, -2.5)","(1.82, -2.48)"
"(0.54, 0.36)","(1.85, -2.48)","(1.82, -2.48)"
"(0.54, 0.36)","(1.89, -2.39)","(1.82, -2.48)"
"(0.54, 0.36)","(1.88, -2.42)","(1.82, -2.48)"
"(0.54, 0.36)","(1.78, -2.49)","(1.82, -2.48)"
"(0.54, 0.36)","(1.78, -2.45)","(1.82, -2.48)"
"(0.54, 0.36)","(1.91, -2.58)","(1.82, -2.48)"
"(0.54, 0.36)","(1.8, -2.54)","(1.82, -2.48)"
"(0.54, 0.36)","(1.79, -2.51)","(1.82, -2.48)"
"(0.54, 0.36)","(1.9, -2.45)","(1.82, -2.48)"
"(0.54, 0.36)","(1.72, -2.44)","(1.82, -2.48)"
"(0.54, 0.36)","(1.92, -2.51)","(1.82, -2.48)"
"(0.54, 0.36)","(1.83, -2.45)","(1.82, -2.48)"
"(0.54, 0.36)","(1.78, -2.46)","(1.82, -2.48)"
"(0.7, 0.64)","(1.77, -2.17)","(1.82, -2.15)"
"(0.7, 0.64)","(1.81, -2.19)","(1.82, -2.15)"
"(0.7, 0.64)","(1.9, -2.11)","(1.82, -2.15)"
"(0.7, 0.64)","(1.84, -2.16)","(1.82, -2.15)"
"(0.7, 0.64)","(1.9, -2.19)","(1.82, -2.15)"
"(0.7, 0.64)","(1.91, -2.16)","(1.82, -2.15)"
"(0.7, 0.64)","(1.73, -2.1)","(1.82, -2.15)"
"(0.7, 0.64)","(1.86, -2.06)","(1.82, -2.15)"
"(0.7, 0.64)","(1.74, -2.08)","(1.82, -2.15)"
"(0.7, 0.64)","(1.75, -2.16)","(1.82, -2.15)"
"(0.7, 0.64)","(1.86, -2.16)","(1.82, -2.15)"
"(0.7, 0.64)","(1.81, -2.06)","(1.82, -2.15)"
"(0.7, 0.64)","(1.8, -2.24)","(1.82, -2.15)"
"(0.7, 0.64)","(1.74, -2.08)","(1.82, -2.15)"
"(0.7, 0.64)","(1.77, -2.17)","(1.82, -2.15)"
"(0.7, 0.64)","(1.83, -2.21)","(1.82, -2.15)"
"(0.7, 0.64)","(1.73, -2.2)","(1.82, -2.15)"
"(0.7, 0.64)","(1.74, -2.09)","(1.82, -2.15)"
"(0.7, 0.64)","(1.86, -2.08)","(1.82, -2.15)"
"(0.7, 0.64)","(1.77, -2.11)","(1.82, -2.15)"
"(0.75, 0.97)","(1.84, -1.79)","(1.82, -1.82)"
"(0.75, 0.97)","(1.9, -1.91)","(1.82, -1.82)"
"(0.75, 0.97)","(1.8, -1.9)","(1.82, -1.82)"
"(0.75, 0.97)","(1.86, -1.79)","(1.82, -1.82)"
"(0.75, 0.97)","(1.76, -1.81)","(1.82, -1.82)"
"(0.75, 0.97)","(1.8, -1.89)","(1.82, -1.82)"
"(0.75, 0.97)","(1.72, -1.9)","(1.82, -1.82)"
"(0.75, 0.97)","(1.87, -1.91)","(1.82, -1.82)"
"(0.75, 0.97)","(1.78, -1.73)","(1.82, -1.82)"
"(0.75, 0.97)","(1.83, -1.86)","(1.82, -1.82)"
"(0.75, 0.97)","(1.82, -1.74)","(1.82, -1.82)"
"(0.75, 0.97)","(1.91, -1.76)","(1.82, -1.82)"
"(0.75, 0.97)","(1.73, -1.76)","(1.82, -1.82)"
"(0.75, 0.97)","(1.85, -1.79)","(1.82, -1.82)"
"(0.75, 0.97)","(1.73, -1.84)","(1.82, -1.82)"
"(0.75, 0.97)","(1.88, -1.78)","(1.82, -1.82)"
"(0.75, 0.97)","(1.72, -1.89)","(1.82, -1.82)"
"(0.75, 0.97)","(1.78, -1.77)","(1.82, -1.82)"
"(0.75, 0.97)","(1.8, -1.77)","(1.82, -1.82)"
"(0.75, 0.97)","(1.73, -1.76)","(1.82, -1.82)"
"(0.7, 1.29)","(1.9, -1.49)","(1.82, -1.49)"
"(0.7, 1.29)","(1.74, -1.49)","(1.82, -1.49)"
"(0.7, 1.29)","(1.76, -1.43)","(1.82, -1.49)"
"(0.7, 1.29)","(1.73, -1.58)","(1.82, -1.49)"
"(0.7, 1.29)","(1.81, -1.51)","(1.82, -1.49)"
"(0.7, 1.29)","(1.9, -1.44)","(1.82, -1.49)"
"(0.7, 1.29)","(1.91, -1.47)","(1.82, -1.49)"
"(0.7, 1.29)","(1.84, -1.51)","(1.82, -1.49)"
"(0.7, 1.29)","(1.83, -1.47)","(1.82, -1.49)"
"(0.7, 1.29)","(1.86, -1.55)","(1.82, -1.49)"
"(0.7, 1.29)","(1.79, -1.56)","(1.82, -1.49)"
"(0.7, 1.29)","(1.88, -1.43)","(1.82, -1.49)"
"(0.7, 1.29)","(1.85, -1.52)","(1.82, -1.49)"
"(0.7, 1.29)","(1.73, -1.53)","(1.82, -1.49)"
"(0.7, 1.29)","(1.88, -1.39)","(1.82, -1.49)"
"(0.7, 1.29)","(1.88, -1.45)","(1.82, -1.49)"
"(0.7, 1.29)","(1.81, -1.42)","(1.82, -1.49)"
"(0.7, 1.29)","(1.74, -1.54)","(1.82, -1.49)"
"(0.7, 1.29)","(1.87, -1.59)","(1.82, -1.49)"
"(0.7, 1.29)","(1.8, -1.52)","(1.82, -1.49)"
"(0.54, 1.58)","(1.82, -1.12)","(1.82, -1.16)"
"(0.54, 1.58)","(1.82, -1.19)","(1.82, -1.16)"
"(0.54, 1.58)","(1.91, -1.2)","(1.82, -1.16)"
"(0.54, 1.58)","(1.81, -1.15)","(1.82, -1.16)"
"(0.54, 1.58)","(1.85, -1.11)","(1.82, -1.16)"
"(0.54, 1.58)","(1.9, -1.21)","(1.82, -1.16)"
"(0.54, 1.58)","(1.9, -1.14)","(1.82, -1.16)"
"(0.54, 1.58)","(1.76, -1.26)","(1.82, -1.16)"
"(0.54, 1.58)","(1.73, -1.17)","(1.82, -1.16)"
"(0.54, 1.58)","(1.91, -1.06)","(1.82, -1.16)"
"(0.54, 1.58)","(1.84, -1.18)","(1.82, -1.16)"
"(0.54, 1.58)","(1.87, -1.18)","(1.82, -1.16)"
"(0.54, 1.58)","(1.81, -1.18)","(1.82, -1.16)"
"(0.54, 1.58)","(1.89, -1.14)","(1.82, -1.16)"
"(0.54, 1.58)","(1.73, -1.22)","(1.82, -1.16)"
"(0.54, 1.58)","(1.91, -1.21)","(1.82, -1.16)"
"(0.54, 1.58)","(1.79, -1.19)","(1.82, -1.16)"
"(0.54, 1.58)","(1.84, -1.15)","(1.82, -1.16)"
"(0.54, 1.58)","(1.85, -1.1)","(1.82, -1.16)"
"(0.54, 1.58)","(1.78, -1.21)","(1.82, -1.16)"
"(0.3, 1.81)","(1.75, -0.84)","(1.82, -0.83)"
"(0.3, 1.81)","(1.8, -0.87)","(1.82, -0.83)"
"(0.3, 1.81)","(1.87, -0.85)","(1.82, -0.83)"
"(0.3, 1.81)","(1.89, -0.87)","(1.82, -0.83)"
"(0.3, 1.81)","(1.73, -0.86)","(1.82, -0.83)"
"(0.3, 1.81)","(1.81, -0.91)","(1.82, -0.83)"
"(0.3, 1.81)","(1.75, -0.89)","(1.82, -0.83)"
"(0.3, 1.81)","(1.81, -0.86)","(1.82, -0.83)"
"(0.3, 1.81)","(1.88, -0.82)","(1.82, -0.83)"
"(0.3, 1.81)","(1.86, -0.84)","(1.82, -0.83)"
"(0.3, 1.81)","(1.75, -0.73)","(1.82, -0.83)"
"(0.3, 1.81)","(1.9, -0.82)","(1.82, -0.83)"
"(0.3, 1.81)","(1.77, -0.75)","(1.82, -0.83)"
"(0.3, 1.81)","(1.83, -0.78)","(1.82, -0.83)"
"(0.3, 1.81)","(1.87, -0.74)","(1.82, -0.83)"
"(0.3, 1.81)","(1.75, -0.88)","(1.82, -0.83)"
"(0.3, 1.81)","(1.75, -0.78)","(1.82, -0.83)"
"(0.3, 1.81)","(1.75, -0.8)","(1.82, -0.83)"
"(0.3, 1.81)","(1.87, -0.8)","(1.82, -0.83)"
"(0.3, 1.81)","(1.78, -0.82)","(1.82, -0.83)"
"(0.0, 1.94)","(1.75, -0.54)","(1.82, -0.5)"
"(0.0, 1.94)","(1.78, -0.43)","(1.82, -0.5)"
"(0.0, 1.94)","(1.92, -0.46)","(1.82, -0.5)"
"(0.0, 1.94)","(1.72, -0.48)","(1.82, -0.5)"
"(0.0, 1.94)","(1.89, -0.44)","(1.82, -0.5)"
"(0.0, 1.94)","(1.81, -0.54)","(1.82, -0.5)"
"(0.0, 1.94)","(1.74, -0.42)","(1.82, -0.5)"
"(0.0, 1.94)","(1.82, -0.57)","(1.82, -0.5)"
"(0.0, 1.94)","(1.84, -0.44)","(1.82, -0.5)"
"(0.0, 1.94)","(1.79, -0.47)","(1.82, -0.5)"
"(0.0, 1.94)","(1.78, -0.53)","(1.82, -0.5)"
"(0.0, 1.94)","(1.85, -0.48)","(1.82, -0.5)"
"(0.0, 1.94)","(1.89, -0.49)","(1.82, -0.5)"
"(0.0, 1.94)","(1.78, -0.58)","(1.82, -0.5)"
"(0.0, 1.94)","(1.81, -0.6)","(1.82, -0.5)"
"(0.0, 1.94)","(1.84, -0.55)","(1.82, -0.5)"
"(0.0, 1.94)","(1.79, -0.5)","(1.82, -0.5)"
"(0.0, 1.94)","(1.75, -0.41)","(1.82, -0.5)"
"(0.0, 1.94)","(1.79, -0.45)","(1.82, -0.5)"
"(0.0, 1.94)","(1.9, -0.49)","(1.82, -0.5)"
"(-0.33, 1.97)","(1.74, -0.23)","(1.82, -0.17)"
"(-0.33, 1.97)","(1.84, -0.12)","(1.82, -0.17)"
"(-0.33, 1.97)","(1.77, -0.18)","(1.82, -0.17)"
"(-0.33, 1.97)","(1.75, -0.09)","(1.82, -0.17)"
"(-0.33, 1.97)","(1.84, -0.15)","(1.82, -0.17)"
"(-0.33, 1.97)","(1.85, -0.19)","(1.82, -0.17)"
"(-0.33, 1.97)","(1.8, -0.18)","(1.82, -0.17)"
"(-0.33, 1.97)","(1.89, -0.15)","(1.82, -0.17)"
"(-0.33, 1.97)","(1.88, -0.2)","(1.82, -0.17)"
"(-0.33, 1.97)","(1.91, -0.24)","(1.82, -0.17)"
"(-0.33, 1.97)","(1.91, -0.25)","(1.82, -0.17)"
"(-0.33, 1.97)","(1.74, -0.24)","(1.82, -0.17)"
"(-0.33, 1.97)","(1.76, -0.11)","(1.82, -0.17)"
"(-0.33, 1.97)","(1.72, -0.12)","(1.82, -0.17)"
"(-0.33, 1.97)","(1.76, -0.12)","(1.82, -0.17)"
"(-0.33, 1.97)","(1.83, -0.25)","(1.82, -0.17)"
"(-0.33, 1.97)","(1.75, -0.12)","(1.82, -0.17)"
"(-0.33, 1.97)","(1.83, -0.1)","(1.82, -0.17)"
"(-0.33, 1.97)","(1.76, -0.23)","(1.82, -0.17)"
"(-0.33, 1.97)","(1.91, -0.08)","(1.82, -0.17)"
"(-0.65, 1.89)","(1.82, 0.17)","(1.82, 0.17)"
"(-0.65, 1.89)","(1.91, 0.18)","(1.82, 0.17)"
"(-0.65, 1.89)","(1.92, 0.17)","(1.82, 0.17)"
"(-0.65, 1.89)","(1.87, 0.08)","(1.82, 0.17)"
"(-0.65, 1.89)","(1.83, 0.16)","(1.82, 0.17)"
"(-0.65, 1.89)","(1.76, 0.1)","(1.82, 0.17)"
"(-0.65, 1.89)","(1.81, 0.12)","(1.82, 0.17)"
"(-0.65, 1.89)","(1.84, 0.11)","(1.82, 0.17)"
"(-0.65, 1.89)","(1.79, 0.22)","(1.82, 0.17)"
"(-0.65, 1.89)","(1.86, 0.13)","(1.82, 0.17)"
"(-0.65, 1.89)","(1.79, 0.21)","(1.82, 0.17)"
"(-0.65, 1.89)","(1.79, 0.08)","(1.82, 0.17)"
"(-0.65, 1.89)","(1.73, 0.16)","(1.82, 0.17)"
"(-0.65, 1.89)","(1.89, 0.08)","(1.82, 0.17)"
"(-0.65, 1.89)","(1.91, 0.26)","(1.82, 0.17)"
"(-0.65, 1.89)","(1.86, 0.24)","(1.82, 0.17)"
"(-0.65, 1.89)","(1.82, 0.22)","(1.82, 0.17)"
"(-0.65, 1.89)","(1.73, 0.12)","(1.82, 0.17)"
"(-0.65, 1.89)","(1.79, 0.09)","(1.82, 0.17)"
"(-0.65, 1.89)","(1.9, 0.18)","(1.82, 0.17)"
"(-0.92, 1.71)","(1.76, 0.56)","(1.82, 0.5)"
"(-0.92, 1.71)","(1.87, 0.46)","(1.82, 0.5)"
"(-0.92, 1.71)","(1.87, 0.47)","(1.82, 0.5)"
"(-0.92, 1.71)","(1.77, 0.55)","(1.82, 0.5)"
"(-0.92, 1.71)","(1.81, 0.54)","(1.82, 0.5)"
"(-0.92, 1.71)","(1.88, 0.46)","(1.82, 0.5)"
"(-0.92, 1.71)","(1.85, 0.41)","(1.82, 0.5)"
"(-0.92, 1.71)","(1.72, 0.59)","(1.82, 0.5)"
"(-0.92, 1.71)","(1.85, 0.44)","(1.82, 0.5)"
"(-0.92, 1.71)","(1.85, 0.48)","(1.82, 0.5)"
"(-0.92, 1.71)","(1.8, 0.58)","(1.82, 0.5)"
"(-0.92, 1.71)","(1.92, 0.48)","(1.82, 0.5)"
"(-0.92, 1.71)","(1.72, 0.4)","(1.82, 0.5)"
"(-0.92, 1.71)","(1.82, 0.52)","(1.82, 0.5)"
"(-0.92, 1.71)","(1.82, 0.5)","(1.82, 0.5)"
"(-0.92, 1.71)","(1.83, 0.5)","(1.82, 0.5)"
"(-0.92, 1.71)","(1.92, 0.52)","(1.82, 0.5)"
"(-0.92, 1.71)","(1.73, 0.44)","(1.82, 0.5)"
"(-0.92, 1.71)","(1.74, 0.42)","(1.82, 0.5)"
"(-0.92, 1.71)","(1.75, 0.46)","(1.82, 0.5)"
"(-1.12, 1.45)","(1.86, 0.78)","(1.82, 0.83)"
"(-1.12, 1.45)","(1.8, 0.85)","(1.82, 0.83)"
"(-1.12, 1.45)","(1.75, 0.86)","(1.82, 0.83)"
"(-1.12, 1.45)","(1.79, 0.9)","(1.82, 0.83)"
"(-1.12, 1.45)","(1.77, 0.9)","(1.82, 0.83)"
"(-1.12, 1.45)","(1.91, 0.82)","(1.82, 0.83)"
"(-1.12, 1.45)","(1.77, 0.91)","(1.82, 0.83)"
"(-1.12, 1.45)","(1.91, 0.77)","(1.82, 0.83)"
"(-1.12, 1.45)","(1.84, 0.91)","(1.82, 0.83)"
"(-1.12, 1.45)","(1.87, 0.87)","(1.82, 0.83)"
"(-1.12, 1.45)","(1.9, 0.73)","(1.82, 0.83)"
"(-1.12, 1.45)","(1.79, 0.79)","(1.82, 0.83)"
"(-1.12, 1.45)","(1.85, 0.8)","(1.82, 0.83)"
"(-1.12, 1.45)","(1.87, 0.77)","(1.82, 0.83)"
"(-1.12, 1.45)","(1.83, 0.77)","(1.82, 0.83)"
"(-1.12, 1.45)","(1.88, 0.92)","(1.82, 0.83)"
"(-1.12, 1.45)","(1.91, 0.78)","(1.82, 0.83)"
"(-1.12, 1.45)","(1.72, 0.82)","(1.82, 0.83)"
"(-1.12, 1.45)","(1.74, 0.79)","(1.82, 0.83)"
"(-1.12, 1.45)","(1.77, 0.91)","(1.82, 0.83)"
"(-1.23, 1.13)","(1.9, 1.15)","(1.82, 1.16)"
"(-1.23, 1.13)","(1.79, 1.23)","(1.82, 1.16)"
"(-1.23, 1.13)","(1.85, 1.12)","(1.82, 1.16)"
"(-1.23, 1.13)","(1.76, 1.1)","(1.82, 1.16)"
"(-1.23, 1.13)","(1.84, 1.22)","(1.82, 1.16)"
"(-1.23, 1.13)","(1.84, 1.12)","(1.82, 1.16)"
"(-1.23, 1.13)","(1.8, 1.06)","(1.82, 1.16)"
"(-1.23, 1.13)","(1.84, 1.2)","(1.82, 1.16)"
"(-1.23, 1.13)","(1.72, 1.21)","(1.82, 1.16)"
"(-1.23, 1.13)","(1.83, 1.16)","(1.82, 1.16)"
"(-1.23, 1.13)","(1.76, 1.26)","(1.82, 1.16)"
"(-1.23, 1.13)","(1.86, 1.13)","(1.82, 1.16)"
"(-1.23, 1.13)","(1.79, 1.14)","(1.82, 1.16)"
"(-1.23, 1.13)","(1.77, 1.21)","(1.82, 1.16)"
"(-1.23, 1.13)","(1.8, 1.14)","(1.82, 1.16)"
"(-1.23, 1.13)","(1.78, 1.16)","(1.82, 1.16)"
"(-1.23, 1.13)","(1.89, 1.26)","(1.82, 1.16)"
"(-1.23, 1.13)","(1.72, 1.11)","(1.82, 1.16)"
"(-1.23, 1.13)","(1.82, 1.25)","(1.82, 1.16)"
"(-1.23, 1.13)","(1.84, 1.2)","(1.82, 1.16)"
"(-1.23, 0.8)","(1.78, 1.45)","(1.82, 1.49)"
"(-1.23, 0.8)","(1.83, 1.41)","(1.82, 1.49)"
"(-1.23, 0.8)","(1.84, 1.41)","(1.82, 1.49)"
"(-1.23, 0.8)","(1.75, 1.4)","(1.82, 1.49)"
"(-1.23, 0.8)","(1.83, 1.43)","(1.82, 1.49)"
"(-1.23, 0.8)","(1.76, 1.54)","(1.82, 1.49)"
"(-1.23, 0.8)","(1.86, 1.56)","(1.82, 1.49)"
"(-1.23, 0.8)","(1.79, 1.5)","(1.82, 1.49)"
"(-1.23, 0.8)","(1.89, 1.57)","(1.82, 1.49)"
"(-1.23, 0.8)","(1.87, 1.43)","(1.82, 1.49)"
"(-1.23, 0.8)","(1.9, 1.44)","(1.82, 1.49)"
"(-1.23, 0.8)","(1.91, 1.43)","(1.82, 1.49)"
"(-1.23, 0.8)","(1.84, 1.45)","(1.82, 1.49)"
"(-1.23, 0.8)","(1.84, 1.41)","(1.82, 1.49)"
"(-1.23, 0.8)","(1.78, 1.43)","(1.82, 1.49)"
"(-1.23, 0.8)","(1.75, 1.5)","(1.82, 1.49)"
"(-1.23, 0.8)","(1.72, 1.45)","(1.82, 1.49)"
"(-1.23, 0.8)","(1.73, 1.55)","(1.82, 1.49)"
"(-1.23, 0.8)","(1.72, 1.56)","(1.82, 1.49)"
"(-1.23, 0.8)","(1.85, 1.47)","(1.82, 1.49)"
"(-1.12, 0.49)","(1.9, 1.87)","(1.82, 1.82)"
"(-1.12, 0.49)","(1.83, 1.82)","(1.82, 1.82)"
"(-1.12, 0.49)","(1.88, 1.79)","(1.82, 1.82)"
"(-1.12, 0.49)","(1.78, 1.74)","(1.82, 1.82)"
"(-1.12, 0.49)","(1.8, 1.75)","(1.82, 1.82)"
"(-1.12, 0.49)","(1.75, 1.72)","(1.82, 1.82)"
"(-1.12, 0.49)","(1.9, 1.88)","(1.82, 1.82)"
"(-1.12, 0.49)","(1.85, 1.9)","(1.82, 1.82)"
"(-1.12, 0.49)","(1.9, 1.72)","(1.82, 1.82)"
"(-1.12, 0.49)","(1.81, 1.9)","(1.82, 1.82)"
"(-1.12, 0.49)","(1.74, 1.87)","(1.82, 1.82)"
"(-1.12, 0.49)","(1.77, 1.81)","(1.82, 1.82)"
"(-1.12, 0.49)","(1.8, 1.72)","(1.82, 1.82)"
"(-1.12, 0.49)","(1.74, 1.77)","(1.82, 1.82)"
"(-1.12, 0.49)","(1.85, 1.72)","(1.82, 1.82)"
"(-1.12, 0.49)","(1.73, 1.76)","(1.82, 1.82)"
"(-1.12, 0.49)","(1.77, 1.87)","(1.82, 1.82)"
"(-1.12, 0.49)","(1.88, 1.84)","(1.82, 1.82)"
"(-1.12, 0.49)","(1.73, 1.83)","(1.82, 1.82)"
"(-1.12, 0.49)","(1.8, 1.84)","(1.82, 1.82)"
"(-0.92, 0.23)","(1.87, 2.23)","(1.82, 2.15)"
"(-0.92, 0.23)","(1.85, 2.09)","(1.82, 2.15)"
"(-0.92, 0.23)","(1.78, 2.18)","(1.82, 2.15)"
"(-0.92, 0.23)","(1.84, 2.05)","(1.82, 2.15)"
"(-0.92, 0.23)","(1.84, 2.05)","(1.82, 2.15)"
"(-0.92, 0.23)","(1.81, 2.17)","(1.82, 2.15)"
"(-0.92, 0.23)","(1.75, 2.2)","(1.82, 2.15)"
"(-0.92, 0.23)","(1.92, 2.19)","(1.82, 2.15)"
"(-0.92, 0.23)","(1.77, 2.12)","(1.82, 2.15)"
"(-0.92, 0.23)","(1.85, 2.11)","(1.82, 2.15)"
"(-0.92, 0.23)","(1.76, 2.23)","(1.82, 2.15)"
"(-0.92, 0.23)","(1.91, 2.13)","(1.82, 2.15)"
"(-0.92, 0.23)","(1.85, 2.12)","(1.82, 2.15)"
"(-0.92, 0.23)","(1.88, 2.12)","(1.82, 2.15)"
"(-0.92, 0.23)","(1.74, 2.09)","(1.82, 2.15)"
"(-0.92, 0.23)","(1.91, 2.22)","(1.82, 2.15)"
"(-0.92, 0.23)","(1.87, 2.14)","(1.82, 2.15)"
"(-0.92, 0.23)","(1.84, 2.18)","(1.82, 2.15)"
"(-0.92, 0.23)","(1.88, 2.06)","(1.82, 2.15)"
"(-0.92, 0.23)","(1.86, 2.19)","(1.82, 2.15)"
"(-0.65, 0.05)","(1.86, 2.48)","(1.82, 2.48)"
"(-0.65, 0.05)","(1.75, 2.58)","(1.82, 2.48)"
"(-0.65, 0.05)","(1.75, 2.57)","(1.82, 2.48)"
"(-0.65, 0.05)","(1.84, 2.44)","(1.82, 2.48)"
"(-0.65, 0.05)","(1.91, 2.39)","(1.82, 2.48)"
"(-0.65, 0.05)","(1.9, 2.44)","(1.82, 2.48)"
"(-0.65, 0.05)","(1.72, 2.48)","(1.82, 2.48)"
"(-0.65, 0.05)","(1.87, 2.45)","(1.82, 2.48)"
"(-0.65, 0.05)","(1.75, 2.38)","(1.82, 2.48)"
"(-0.65, 0.05)","(1.74, 2.52)","(1.82, 2.48)"
"(-0.65, 0.05)","(1.91, 2.47)","(1.82, 2.48)"
"(-0.65, 0.05)","(1.81, 2.39)","(1.82, 2.48)"
"(-0.65, 0.05)","(1.8, 2.44)","(1.82, 2.48)"
"(-0.65, 0.05)","(1.91, 2.53)","(1.82, 2.48)"
"(-0.65, 0.05)","(1.78, 2.49)","(1.82, 2.48)"
"(-0.65, 0.05)","(1.84, 2.46)","(1.82, 2.48)"
"(-0.65, 0.05)","(1.79, 2.47)","(1.82, 2.48)"
"(-0.65, 0.05)","(1.83, 2.46)","(1.82, 2.48)"
"(-0.65, 0.05)","(1.91, 2.5)","(1.82, 2.48)"
"(-0.65, 0.05)","(1.78, 2.47)","(1.82, 2.48)"
"(-0.33, -0.03)","(1.79, 2.73)","(1.82, 2.81)"
"(-0.33, -0.03)","(1.89, 2.81)","(1.82, 2.81)"
"(-0.33, -0.03)","(1.89, 2.71)","(1.82, 2.81)"
"(-0.33, -0.03)","(1.86, 2.73)","(1.82, 2.81)"
"(-0.33, -0.03)","(1.83, 2.83)","(1.82, 2.81)"
"(-0.33, -0.03)","(1.83, 2.83)","(1.82, 2.81)"
"(-0.33, -0.03)","(1.8, 2.87)","(1.82, 2.81)"
"(-0.33, -0.03)","(1.83, 2.85)","(1.82, 2.81)"
"(-0.33, -0.03)","(1.87, 2.78)","(1.82, 2.81)"
"(-0.33, -0.03)","(1.73, 2.84)","(1.82, 2.81)"
"(-0.33, -0.03)","(1.89, 2.91)","(1.82, 2.81)"
"(-0.33, -0.03)","(1.75, 2.72)","(1.82, 2.81)"
"(-0.33, -0.03)","(1.74, 2.86)","(1.82, 2.81)"
"(-0.33, -0.03)","(1.87, 2.9)","(1.82, 2.81)"
"(-0.33, -0.03)","(1.77, 2.72)","(1.82, 2.81)"
"(-0.33, -0.03)","(1.9, 2.9)","(1.82, 2.81)"
"(-0.33, -0.03)","(1.81, 2.84)","(1.82, 2.81)"
"(-0.33, -0.03)","(1.77, 2.89)","(1.82, 2.81)"
"(-0.33, -0.03)","(1.77, 2.85)","(1.82, 2.81)"
"(-0.33, -0.03)","(1.79, 2.84)","(1.82, 2.81)"
"(-0.0, 0.0)","(1.87, 3.13)","(1.82, 3.14)"
"(-0.0, 0.0)","(1.76, 3.15)","(1.82, 3.14)"
"(-0.0, 0.0)","(1.81, 3.06)","(1.82, 3.14)"
"(-0.0, 0.0)","(1.81, 3.14)","(1.82, 3.14)"
"(-0.0, 0.0)","(1.86, 3.14)","(1.82, 3.14)"
"(-0.0, 0.0)","(1.86, 3.22)","(1.82, 3.14)"
"(-0.0, 0.0)","(1.72, 3.05)","(1.82, 3.14)"
"(-0.0, 0.0)","(1.91, 3.24)","(1.82, 3.14)"
"(-0.0, 0.0)","(1.86, 3.11)","(1.82, 3.14)"
"(-0.0, 0.0)","(1.91, 3.07)","(1.82, 3.14)"
"(-0.0, 0.0)","(1.8, 3.23)","(1.82, 3.14)"
"(-0.0, 0.0)","(1.81, 3.14)","(1.82, 3.14)"
"(-0.0, 0.0)","(1.74, 3.24)","(1.82, 3.14)"
"(-0.0, 0.0)","(1.83, 3.23)","(1.82, 3.14)"
"(-0.0, 0.0)","(1.9, 3.12)","(1.82, 3.14)"
"(-0.0, 0.0)","(1.9, 3.14)","(1.82, 3.14)"
"(-0.0, 0.0)","(1.78, 3.05)","(1.82, 3.14)"
